sequence,length,count,up_count,down_count,up_probability
"5,11,25",3,189,75,114,0.396825
"1,10,10",3,186,55,131,0.295699
"5,25,11",3,186,82,104,0.44086
"25,24,12",3,186,75,111,0.403226
"4,24,24",3,183,68,115,0.371585
"25,4,25",3,181,77,104,0.425414
"15,5,5",3,181,103,78,0.569061
"17,11,11",3,181,77,104,0.425414
"5,23,23",3,180,100,80,0.555556
"25,17,24",3,179,60,119,0.335196
"11,5,4",3,176,77,99,0.4375
"3,24,6",3,175,109,66,0.622857
"10,10,11",3,174,71,103,0.408046
"23,23,23",3,171,63,108,0.368421
"21,6,6",3,171,74,97,0.432749
"13,13,24",3,166,72,94,0.433735
"10,15,5",3,163,72,91,0.441718
"25,3,3",3,163,94,69,0.576687
"5,25,25",3,162,69,93,0.425926
"10,15,24",3,162,68,94,0.419753
"5,4,25",3,161,72,89,0.447205
"15,10,25",3,160,64,96,0.4
"11,23,23",3,160,62,98,0.3875
"25,5,5",3,160,70,90,0.4375
"3,6,24",3,158,65,93,0.411392
"25,3,6",3,157,66,91,0.420382
"24,5,25",3,156,68,88,0.435897
"11,17,24",3,156,64,92,0.410256
"24,23,23",3,154,59,95,0.383117
"25,25,12",3,153,51,102,0.333333
"25,24,17",3,152,52,100,0.342105
"11,5,25",3,152,66,86,0.434211
"17,11,12",3,152,8,144,0.052632
"3,25,6",3,150,85,65,0.566667
"3,15,3",3,150,93,57,0.62
"11,24,6",3,149,67,82,0.449664
"25,24,4",3,148,63,85,0.425676
"17,11,24",3,147,51,96,0.346939
"25,24,5",3,147,84,63,0.571429
"4,25,12",3,147,56,91,0.380952
"4,25,11",3,147,56,91,0.380952
"24,5,23",3,146,65,81,0.445205
"15,3,3",3,146,82,64,0.561644
"5,23,24",3,143,63,80,0.440559
"3,25,15",3,142,84,58,0.591549
"12,25,12",3,142,51,91,0.359155
"25,25,20",3,142,51,91,0.359155
"12,11,11",3,140,55,85,0.392857
"6,24,15",3,139,88,51,0.633094
"10,2,10",3,138,61,77,0.442029
"24,25,17",3,138,61,77,0.442029
"3,15,15",3,138,92,46,0.666667
"25,23,24",3,137,47,90,0.343066
"18,10,10",3,136,91,45,0.669118
"11,12,24",3,136,46,90,0.338235
"24,3,15",3,135,78,57,0.577778
"3,25,3",3,134,77,57,0.574627
"24,15,24",3,132,90,42,0.681818
"10,11,11",3,131,56,75,0.427481
"11,4,4",3,130,52,78,0.4
"11,13,24",3,129,52,77,0.403101
"12,24,5",3,128,46,82,0.359375
"25,17,17",3,128,73,55,0.570312
"25,4,24",3,128,45,83,0.351562
"11,17,17",3,127,40,87,0.314961
"5,11,17",3,127,41,86,0.322835
"25,24,23",3,126,48,78,0.380952
"15,15,25",3,126,79,47,0.626984
"3,16,10",3,125,74,51,0.592
"12,24,25",3,125,42,83,0.336
"17,17,7",3,123,43,80,0.349593
"11,24,8",3,123,54,69,0.439024
"24,24,17",3,122,47,75,0.385246
"25,15,3",3,122,72,50,0.590164
"25,11,12",3,120,69,51,0.575
"24,17,17",3,120,50,70,0.416667
"25,13,13",3,118,48,70,0.40678
"11,11,7",3,117,68,49,0.581197
"25,15,24",3,117,66,51,0.564103
"6,10,11",3,117,32,85,0.273504
"6,21,6",3,117,47,70,0.401709
"10,15,3",3,116,64,52,0.551724
"1,24,24",3,116,52,64,0.448276
"25,24,15",3,116,68,48,0.586207
"24,25,4",3,114,43,71,0.377193
"24,12,25",3,114,41,73,0.359649
"12,4,12",3,114,37,77,0.324561
"4,12,25",3,114,43,71,0.377193
"6,3,15",3,114,86,28,0.754386
"24,11,17",3,113,49,64,0.433628
"12,11,24",3,113,45,68,0.39823
"24,24,23",3,112,40,72,0.357143
"11,8,5",3,112,49,63,0.4375
"14,25,25",3,112,75,37,0.669643
"24,5,4",3,111,45,66,0.405405
"3,10,24",3,110,61,49,0.554545
"10,25,5",3,110,39,71,0.354545
"11,11,2",3,110,30,80,0.272727
"15,5,11",3,109,73,36,0.669725
"24,14,14",3,107,59,48,0.551402
"24,24,16",3,107,65,42,0.607477
"16,25,25",3,106,64,42,0.603774
"4,20,24",3,106,33,73,0.311321
"24,15,3",3,105,79,26,0.752381
"6,6,21",3,105,38,67,0.361905
"24,25,13",3,105,47,58,0.447619
"10,3,15",3,104,42,62,0.403846
"11,25,5",3,103,45,58,0.436893
"10,25,16",3,102,40,62,0.392157
"17,17,17",3,102,40,62,0.392157
"15,25,3",3,102,57,45,0.558824
"10,10,18",3,101,57,44,0.564356
"23,5,23",3,101,43,58,0.425743
"4,4,24",3,101,33,68,0.326733
"17,12,24",3,100,31,69,0.31
"24,15,10",3,99,41,58,0.414141
"24,25,5",3,99,57,42,0.575758
"4,5,4",3,99,56,43,0.565657
"10,10,14",3,98,42,56,0.428571
"14,15,25",3,97,61,36,0.628866
"25,5,24",3,97,31,66,0.319588
"15,3,25",3,97,60,37,0.618557
