sequence,length,count,up_count,down_count,up_probability
"7,11,5",3,589,258,331,0.438031
"4,5,20",3,589,218,369,0.370119
"4,24,12",3,589,248,341,0.421053
"16,2,2",3,588,262,325,0.445578
"16,10,2",3,586,262,324,0.447099
"4,24,11",3,582,218,363,0.37457
"5,7,11",3,581,247,334,0.425129
"4,5,25",3,581,210,371,0.361446
"24,25,7",3,579,235,342,0.405872
"12,4,25",3,579,244,335,0.421416
"24,25,1",3,578,358,220,0.619377
"23,7,11",3,576,216,359,0.375
"24,11,8",3,574,144,410,0.250871
"24,12,4",3,570,246,322,0.431579
"7,24,17",3,568,200,366,0.352113
"24,4,4",3,568,216,352,0.380282
"6,16,18",3,568,221,347,0.389085
"24,8,11",3,565,241,323,0.426549
"16,3,16",3,565,332,231,0.587611
"11,7,24",3,563,229,330,0.40675
"6,24,15",3,562,321,241,0.571174
"24,7,17",3,559,239,318,0.427549
"12,11,25",3,559,230,328,0.411449
"16,18,25",3,558,366,191,0.655914
"5,25,4",3,554,229,325,0.413357
"5,4,5",3,553,248,301,0.448463
"25,25,7",3,552,203,348,0.367754
"25,12,6",3,550,242,307,0.44
"12,24,17",3,548,235,311,0.428832
"25,4,17",3,547,233,314,0.42596
"24,7,24",3,545,212,333,0.388991
"25,7,17",3,545,163,381,0.299083
"24,25,23",3,543,243,295,0.447514
"24,7,11",3,543,224,319,0.412523
"1,11,11",3,541,237,302,0.438078
"10,2,15",3,539,228,311,0.423006
"6,16,2",3,539,128,411,0.237477
"12,24,10",3,533,231,302,0.433396
"5,2,11",3,532,232,300,0.43609
"4,17,12",3,530,189,341,0.356604
"24,11,7",3,525,193,332,0.367619
"3,25,16",3,523,303,220,0.57935
"11,5,2",3,520,197,323,0.378846
"7,25,24",3,517,221,296,0.427466
"1,1,1",3,516,284,232,0.550388
"25,16,15",3,515,293,222,0.568932
"17,12,6",3,515,195,320,0.378641
"25,12,4",3,515,223,289,0.43301
"8,24,5",3,514,224,289,0.435798
"4,5,5",3,514,225,289,0.437743
"16,24,25",3,511,324,184,0.634051
"5,24,4",3,506,218,288,0.43083
"2,6,10",3,504,225,277,0.446429
"7,7,17",3,503,157,344,0.312127
"25,7,11",3,502,210,292,0.418327
"10,25,2",3,502,197,305,0.39243
"12,25,17",3,500,212,285,0.424
"4,4,25",3,498,187,311,0.375502
"24,16,24",3,496,307,189,0.618952
"24,16,18",3,492,371,120,0.754065
"10,16,24",3,489,283,206,0.578732
"11,11,6",3,489,285,201,0.582822
"25,15,6",3,485,283,202,0.583505
"7,7,11",3,484,180,304,0.371901
"17,24,4",3,482,189,290,0.392116
"5,4,4",3,481,216,265,0.449064
"17,12,7",3,474,201,273,0.424051
"4,5,4",3,474,167,304,0.352321
"24,12,12",3,472,186,286,0.394068
"4,4,20",3,471,181,290,0.384289
"12,17,17",3,467,198,269,0.423983
"22,25,25",3,467,260,205,0.556745
"11,11,20",3,465,177,286,0.380645
"8,4,5",3,461,189,272,0.409978
"15,16,25",3,457,193,264,0.422319
"6,3,2",3,457,254,202,0.555799
"11,17,12",3,456,173,281,0.379386
"25,25,5",3,453,200,252,0.441501
"24,24,14",3,453,259,191,0.571744
"3,13,13",3,452,287,165,0.634956
"17,7,25",3,452,164,287,0.362832
"12,11,4",3,451,138,313,0.305987
"7,24,25",3,448,168,279,0.375
"10,3,2",3,444,272,172,0.612613
"15,24,3",3,443,259,184,0.58465
"7,11,7",3,443,153,290,0.345372
