sequence,length,count,up_count,down_count,up_probability
"6,11,5",3,177,30,147,0.169492
"15,10,5",3,176,108,68,0.613636
"16,15,15",3,175,73,102,0.417143
"12,11,4",3,174,74,100,0.425287
"23,5,8",3,174,106,68,0.609195
"11,11,10",3,174,100,74,0.574713
"5,11,1",3,174,66,108,0.37931
"13,13,12",3,174,105,69,0.603448
"24,7,24",3,173,68,105,0.393064
"15,10,16",3,172,48,124,0.27907
"12,5,5",3,172,66,106,0.383721
"5,4,17",3,171,74,96,0.432749
"11,17,25",3,170,67,103,0.394118
"25,4,17",3,170,64,106,0.376471
"14,15,25",3,170,98,72,0.576471
"3,25,16",3,168,99,69,0.589286
"10,25,1",3,168,93,75,0.553571
"13,24,6",3,168,93,75,0.553571
"4,11,4",3,168,93,75,0.553571
"10,14,25",3,167,72,95,0.431138
"6,24,19",3,167,66,101,0.39521
"6,16,25",3,166,104,61,0.626506
"3,15,5",3,165,107,57,0.648485
"1,5,5",3,163,103,60,0.631902
"7,24,25",3,161,64,97,0.397516
"13,24,11",3,161,89,70,0.552795
"13,6,24",3,161,97,63,0.602484
"25,6,16",3,160,99,61,0.61875
"1,1,24",3,159,92,66,0.578616
"7,25,24",3,159,56,103,0.352201
"24,11,7",3,158,62,96,0.392405
"25,16,15",3,157,100,57,0.636943
"4,17,7",3,157,65,92,0.414013
"4,11,25",3,157,67,87,0.426752
"7,24,17",3,157,69,88,0.43949
"16,24,25",3,156,100,56,0.641026
"5,7,11",3,155,69,86,0.445161
"16,25,24",3,153,87,65,0.568627
"14,14,15",3,153,92,61,0.601307
"24,21,3",3,153,5,148,0.03268
"16,15,16",3,152,86,66,0.565789
"12,5,11",3,152,58,94,0.381579
"24,25,2",3,152,66,86,0.434211
"6,6,14",3,151,95,56,0.629139
"16,14,14",3,150,85,65,0.566667
"16,10,16",3,150,84,66,0.56
"25,15,6",3,150,83,67,0.553333
"11,24,7",3,150,87,63,0.58
"2,2,10",3,150,64,86,0.426667
"10,16,2",3,150,54,96,0.36
"4,11,5",3,150,67,83,0.446667
"25,4,5",3,148,66,82,0.445946
"3,10,6",3,147,66,81,0.44898
"16,25,16",3,146,84,61,0.575342
"25,3,16",3,146,89,57,0.609589
"6,2,5",3,145,31,114,0.213793
"25,17,20",3,145,49,96,0.337931
"9,10,25",3,144,63,81,0.4375
"10,2,15",3,144,64,80,0.444444
"7,5,11",3,143,82,61,0.573427
"25,10,21",3,143,49,94,0.342657
"4,25,5",3,142,55,87,0.387324
"25,13,12",3,141,52,89,0.368794
"24,16,3",3,140,80,54,0.571429
"11,4,12",3,140,54,86,0.385714
"10,16,15",3,139,53,85,0.381295
"10,1,6",3,139,86,49,0.618705
"8,11,25",3,139,79,60,0.568345
"5,4,12",3,139,50,89,0.359712
"5,25,5",3,138,61,77,0.442029
"10,16,24",3,138,91,47,0.65942
"10,16,6",3,138,61,77,0.442029
"5,23,8",3,137,91,45,0.664234
"24,16,24",3,137,81,56,0.591241
"25,16,16",3,136,85,51,0.625
"23,23,7",3,136,60,76,0.441176
"25,24,1",3,136,49,85,0.360294
"25,7,17",3,135,44,90,0.325926
"5,11,10",3,135,77,58,0.57037
"25,5,4",3,132,52,80,0.393939
"10,14,5",3,132,53,79,0.401515
"5,10,10",3,131,48,83,0.366412
"3,18,10",3,131,92,39,0.70229
"6,6,11",3,131,52,79,0.396947
"20,24,25",3,131,15,116,0.114504
"6,3,19",3,130,75,55,0.576923
"16,10,6",3,130,56,74,0.430769
"25,23,11",3,130,54,76,0.415385
"2,25,15",3,130,57,73,0.438462
"16,18,16",3,129,71,54,0.550388
"24,15,5",3,128,82,46,0.640625
"11,5,20",3,128,54,74,0.421875
"23,24,8",3,128,74,54,0.578125
"24,5,20",3,127,57,70,0.448819
"3,14,14",3,127,72,55,0.566929
"3,3,14",3,126,91,35,0.722222
"11,12,2",3,126,46,80,0.365079
"9,25,24",3,126,11,115,0.087302
"8,11,4",3,123,71,52,0.577236
"5,17,7",3,123,48,75,0.390244
"10,9,25",3,123,76,47,0.617886
"24,8,25",3,123,71,51,0.577236
"11,5,2",3,123,54,69,0.439024
"3,16,14",3,123,78,45,0.634146
"3,5,11",3,122,78,44,0.639344
"10,2,11",3,122,38,84,0.311475
"14,25,15",3,122,68,54,0.557377
"3,3,18",3,121,77,39,0.636364
"11,23,7",3,121,76,45,0.628099
"15,15,15",3,120,77,43,0.641667
"1,24,5",3,120,53,67,0.441667
"6,6,5",3,120,44,74,0.366667
"17,12,4",3,120,51,69,0.425
"5,2,11",3,120,50,70,0.416667
"6,5,5",3,120,47,73,0.391667
"3,10,16",3,119,84,35,0.705882
"25,21,10",3,118,49,69,0.415254
"25,12,5",3,117,45,72,0.384615
"1,1,1",3,117,68,47,0.581197
"17,24,10",3,117,32,84,0.273504
"20,1,6",3,117,0,117,0.0
"3,2,10",3,116,78,38,0.672414
"24,24,7",3,116,49,66,0.422414
"17,25,12",3,116,31,85,0.267241
"24,3,19",3,116,72,44,0.62069
"4,17,25",3,116,66,50,0.568966
"4,12,4",3,115,43,72,0.373913
"24,4,20",3,114,48,66,0.421053
"16,10,18",3,114,66,48,0.578947
"10,16,18",3,114,51,62,0.447368
