sequence,length,count,up_count,down_count,up_probability
"11,5,7",3,422,169,253,0.400474
"24,14,15",3,418,238,176,0.569378
"2,11,12",3,418,179,239,0.42823
"13,1,24",3,415,229,186,0.551807
"25,11,13",3,415,177,238,0.426506
"6,24,19",3,415,125,289,0.301205
"7,23,24",3,414,161,252,0.388889
"24,7,12",3,413,185,228,0.447942
"5,4,12",3,412,159,253,0.385922
"25,9,10",3,412,183,229,0.444175
"11,11,14",3,412,162,250,0.393204
"16,24,24",3,411,247,164,0.600973
"25,20,4",3,410,157,253,0.382927
"6,15,10",3,409,171,238,0.418093
"3,6,5",3,409,237,172,0.579462
"10,24,2",3,407,168,239,0.412776
"24,15,16",3,405,230,175,0.567901
"8,8,25",3,401,114,287,0.284289
"5,24,10",3,401,148,253,0.369077
"4,23,24",3,400,174,225,0.435
"5,10,10",3,399,161,238,0.403509
"25,20,11",3,399,143,256,0.358396
"5,23,7",3,398,160,238,0.40201
"16,15,18",3,398,258,140,0.648241
"18,2,25",3,398,173,225,0.434673
"18,15,3",3,398,230,165,0.577889
"12,11,5",3,397,160,236,0.403023
"24,15,6",3,395,220,174,0.556962
"12,5,24",3,395,162,233,0.410127
"17,25,11",3,395,143,250,0.362025
"24,17,23",3,395,176,219,0.44557
"18,18,25",3,395,323,67,0.817722
"3,13,6",3,394,244,150,0.619289
"4,11,17",3,394,173,220,0.439086
"20,24,24",3,393,125,268,0.318066
"6,25,15",3,393,143,250,0.363868
"4,25,7",3,392,176,213,0.44898
"24,17,4",3,392,160,231,0.408163
"20,24,11",3,391,91,300,0.232737
"16,3,2",3,390,233,157,0.597436
"11,23,8",3,389,171,218,0.439589
"7,25,17",3,389,164,225,0.421594
"6,16,5",3,387,117,270,0.302326
"23,7,5",3,386,156,230,0.404145
"17,7,23",3,386,160,226,0.414508
"12,4,11",3,386,150,236,0.388601
"24,24,13",3,385,172,213,0.446753
"24,2,15",3,384,215,169,0.559896
"8,25,20",3,383,170,213,0.443864
"24,24,18",3,383,244,137,0.637076
"25,6,1",3,383,215,167,0.561358
"1,16,10",3,382,167,215,0.437173
"11,20,24",3,381,166,215,0.435696
"10,18,2",3,380,126,254,0.331579
"24,10,21",3,380,152,228,0.4
"1,1,6",3,379,219,160,0.577836
"10,6,11",3,379,156,223,0.411609
"3,18,3",3,375,158,217,0.421333
"6,3,18",3,375,220,155,0.586667
"3,2,6",3,374,167,207,0.446524
"17,5,7",3,372,116,256,0.311828
"5,2,5",3,371,139,231,0.374663
"15,15,2",3,371,235,136,0.633423
"24,17,5",3,370,150,219,0.405405
"10,11,23",3,370,154,216,0.416216
"24,23,7",3,369,141,228,0.382114
"3,5,5",3,369,141,228,0.382114
"10,25,18",3,366,209,157,0.571038
"25,2,10",3,366,214,152,0.584699
"13,24,1",3,360,202,158,0.561111
"3,13,24",3,360,242,118,0.672222
"4,2,25",3,360,130,230,0.361111
"4,20,17",3,359,148,211,0.412256
"23,8,11",3,359,144,215,0.401114
"6,16,14",3,359,204,155,0.568245
"25,16,3",3,359,199,157,0.554318
"25,4,5",3,358,130,228,0.363128
"4,4,11",3,356,139,217,0.390449
"25,11,2",3,356,135,220,0.379213
"25,18,25",3,355,216,139,0.608451
"25,14,15",3,355,133,221,0.374648
"11,17,10",3,354,158,193,0.446328
"17,6,10",3,354,158,196,0.446328
"4,25,5",3,354,134,220,0.378531
"25,5,20",3,353,140,213,0.396601
"11,17,1",3,353,158,195,0.447592
"2,11,17",3,351,119,232,0.339031
"8,4,11",3,350,137,213,0.391429
"6,1,1",3,350,207,143,0.591429
"17,11,25",3,349,148,201,0.424069
"17,1,1",3,349,154,195,0.441261
"11,23,25",3,348,132,212,0.37931
"10,5,23",3,347,147,200,0.423631
"4,5,17",3,346,140,206,0.404624
"9,6,10",3,345,140,204,0.405797
"7,24,7",3,344,129,214,0.375
"1,1,5",3,343,217,126,0.632653
